Label,Mode,FlexPinky,FlexRing,FlexMiddle,FlexIndex,FlexThumb,TouchIndex,TouchMiddle,TouchRing,TouchPinky,TouchR,TouchU,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
A,1,385,642,477,276,2606,1,1,1,1,1,0,17884,1072,-3920,-564,-617,183
A,1,359,671,448,243,2615,1,1,1,1,1,0,17972,1456,-3952,-287,44,83
A,1,353,668,496,240,2628,1,1,1,1,1,0,17840,1068,-3696,-834,-189,61
A,1,362,642,509,267,2588,1,1,1,1,1,0,17936,1048,-3524,-368,-209,-6
A,1,368,655,482,254,2611,1,1,1,1,1,0,17860,1428,-3660,-275,-700,-7
A,1,354,656,506,253,2624,1,1,1,1,1,0,17868,1504,-3944,-292,-175,-33
A,1,384,640,509,216,2614,1,1,1,1,1,0,17564,1396,-4164,-716,-119,-8
A,1,387,652,464,286,2602,1,1,1,1,1,0,17916,1356,-3648,-578,-96,256
A,1,348,656,503,254,2618,1,1,1,1,1,0,17952,1216,-3428,-530,-100,268
A,1,349,651,486,259,2621,1,1,1,1,1,0,17960,1096,-3652,-713,-307,230
A,1,357,641,491,250,2622,1,1,1,1,1,0,18128,1156,-3684,-472,160,-58
A,1,387,643,463,263,2624,1,1,1,1,1,0,17688,1296,-3628,-693,-177,137
A,1,348,670,471,242,2613,1,1,1,1,1,0,17980,992,-3396,-363,-129,74
A,1,371,640,509,265,2606,1,1,1,1,1,0,17784,1760,-3248,-367,-39,-190
A,1,368,649,481,251,2612,1,1,1,1,1,0,17872,1440,-3476,-630,-247,207
A,1,375,653,454,259,2624,1,1,1,1,1,0,18092,1080,-3872,-354,-146,84
A,1,351,655,496,240,2625,1,1,1,1,1,0,18144,1380,-3632,-440,203,-18
A,1,361,672,483,274,2609,1,1,1,1,1,0,17772,1448,-3332,-560,-64,32
A,1,368,680,452,284,2608,1,1,1,1,1,0,17820,1236,-3568,-509,-148,93
A,1,352,647,487,241,2631,1,1,1,1,1,0,17856,1188,-3484,-154,-42,86
A,1,367,646,469,271,2607,1,1,1,1,1,0,17736,940,-3624,-312,312,-90
A,1,403,663,459,307,2593,1,1,1,1,1,0,17920,1304,-3444,-385,-445,57
A,1,306,641,501,296,2617,1,1,1,1,1,0,18084,1372,-3300,-319,411,-48
A,1,342,640,499,229,2623,1,1,1,1,1,0,18036,1200,-3368,-542,-216,-86
A,1,385,646,493,292,2585,1,1,1,1,1,0,18100,1556,-3332,-270,124,-69
A,1,345,662,473,257,2631,1,1,1,1,1,0,17860,1184,-3420,-532,215,-164
A,1,320,672,481,245,2629,1,1,1,1,1,0,17940,1584,-3116,-829,-227,-90
A,1,349,646,511,244,2596,1,1,1,1,1,0,17828,1588,-3128,-409,392,82
A,1,368,656,465,263,2607,1,1,1,1,1,0,17960,1576,-2916,-915,-270,98
